%=SNX 2.02 ASU 18:074:83704 ASU 14:213:00000 14:244:00000 P 00437 2            2
*-------------------------------------------------------------------------------
+FILE/REFERENCE
*INFO_TYPE_________ INFO________________________________________________________
 DESCRIPTION        Swarm monthly gravity field
 CONTACT            ales.bezdek@asu.cas.cz
 SOFTWARE           ASU Decorrelated Acceleration Approach (gpest_10)
 INPUT              Swarm kinematic orbits
*Internal info:
* komb_multi_01_SW_2014_0801_NormMtx_nmax020 
* pg: sinex_asu_01c, 15-Mar-2018 23:15:03
-FILE/REFERENCE
*-------------------------------------------------------------------------------
+FILE/COMMENT
 modelname              ASU-Swarm-2014-08-nmax20-orbits-IFG
 earth_gravity_constant 3.986004415e+14
 radius                 6378136.3
 max_degree             20
 norm                   fully_normalized
 tide_system            tide_free
-FILE/COMMENT
*-------------------------------------------------------------------------------
+SOLUTION/STATISTICS
*____STATISTICAL_PARAMETER_____ _______VALUE(S)_______
 NUMBER OF OBSERVATIONS                       23440104
 NUMBER OF UNKNOWNS                                437
 WEIGHTED SQUARE SUM OF O-C           29635203.5899576
-SOLUTION/STATISTICS
*-------------------------------------------------------------------------------
+SOLUTION/ESTIMATE
*INDEX _TYPE_ CODE PT SOLN _REF_EPOCH__ UNIT S ___ESTIMATED_VALUE___ __STD_DEV__
   218   383  6.31623555841571e+19 -9.85583987267205e+18  1.09912293288763e+19
   218   386  6.13105331267301e+18 -1.02121220204313e+18 -4.74828144131290e+19
   218   389 -2.48715133614723e+19 -1.22433675661993e+19 -4.59699274822506e+19
   218   392 -5.00370242229156e+18 -5.65243570657554e+19 -4.44648307170553e+19
   218   395 -5.38451394740421e+19  2.66503359203071e+20 -1.06454650170783e+17
   218   398  1.03360793563632e+18 -2.16901646273191e+17  1.43730827853395e+18
   218   401 -2.40638025417923e+18 -1.51979011979355e+18 -1.29826974186109e+18
   218   404 -2.58483025493587e+15 -3.75191433541696e+17  4.72203219208778e+18
   218   407 -2.62215653740348e+18 -8.00446606535471e+17  1.78685979887586e+18
   218   410 -6.95969388248567e+17  3.15730250675295e+17  3.74369346186874e+18
   218   413 -3.99824698526985e+16  7.88781973702135e+18  1.02746360321848e+19
   218   416  3.89644899366593e+18  6.08882531739280e+18 -1.71041904080766e+18
   218   419 -7.00024108430872e+18  3.28624669215688e+18  8.78906923571986e+18
   218   422  6.73733262243391e+20  3.96092567388740e+19 -2.39985982630871e+20
   218   425  1.58463503704524e+20  7.23167773842027e+19  1.65222415874634e+19
   218   428  5.89209416041029e+19  2.91505966611998e+19  3.33962436222288e+19
   218   431 -7.20386417558525e+19 -9.01623804797904e+19 -4.06246342336879e+19
   218   434 -3.18375704768390e+19 -3.94345922372099e+19  5.44824570882602e+18
   218   437 -2.37828316145660e+19
   219   219  1.37484816150761e+22 -4.46722317836053e+19 -4.03933167550821e+20
   219   222  5.90611286135148e+18  1.02382511409317e+19  8.57519019391940e+18
   219   225 -4.86170082519315e+18  4.22702329946933e+19  3.96385362417508e+18
   219   228 -6.73971888558779e+18 -8.36069858422978e+18 -1.79744745794367e+18
   219   231 -1.57923026681299e+18  4.14147440313274e+18  9.77075722199760e+18
   219   234 -1.57814112222852e+18  1.85712843250926e+19 -1.90874221722751e+19
   219   237 -5.41593174850251e+18 -1.55324163554142e+19  5.73469935578735e+18
   219   240  1.27384710785626e+19 -1.54565714323981e+19  2.64165961230451e+18
   219   243 -8.67082505862985e+19 -1.21516825427302e+18 -1.34563978271711e+19
   219   246  1.20671769532811e+19 -2.19639428076928e+19 -1.37806111426336e+20
   219   249  3.78678991132118e+19  5.85056843106705e+19 -1.04301206009894e+20
   219   252 -1.01581727374027e+20 -4.74226510257291e+18 -1.50402185793178e+18
   219   255 -1.04846704949757e+19  8.01554577106218e+17 -5.56412240979074e+17
   219   258  4.37842270391257e+18  3.51316621106260e+18  8.80677671029170e+16
   219   261 -1.54828878165216e+18  4.39590658612581e+17 -7.56851108824118e+18
   219   264 -1.67530847694335e+17 -5.41960909711014e+18 -4.35656599951824e+18
   219   267 -2.25229538491050e+18  4.74392723409395e+18 -2.08355672657012e+19
   219   270 -1.15669680261480e+19  6.83497264532721e+19 -2.39149676571243e+19
   219   273 -4.13608054389351e+19  4.07653048230613e+19  6.05425786128323e+19
   219   276 -4.07026211675511e+19  1.65187053535010e+20 -2.35888069975863e+19
   219   279  1.47156274696541e+21  2.88640693862171e+20  3.61010660790143e+20
   219   282  1.81921541680582e+20 -1.98990879968147e+20  2.16316786592205e+19
   219   285 -7.89346698942735e+19 -3.12898984335066e+18 -2.17857313654247e+18
   219   288 -2.03347078973483e+18  4.89108406137200e+18 -1.56600180237268e+19
   219   291  2.90557776979094e+18  2.63010361043962e+18  2.66661010208298e+18
   219   294 -3.19634660313648e+17 -5.68835517606440e+18 -3.07330997637077e+18
   219   297 -3.00758436373070e+18 -3.13065425002023e+18 -1.68612928258087e+19
   219   300  1.35372559026777e+19  3.56183150231903e+18  7.76443025352075e+18
   219   303 -5.68351486854008e+18 -9.92288856530419e+18  1.82171420371139e+19
   219   306 -9.47459306073680e+18 -3.55882854235484e+18  3.44594657157693e+19
   219   309  8.45491916278958e+18  7.93006629723969e+18 -2.49147084379399e+18
   219   312  4.28256055051558e+19  3.39159364810121e+19 -1.78851791725393e+18
   219   315 -1.11564505124866e+20 -1.06853955487531e+20 -4.09435005161999e+19
   219   318 -8.01387000544611e+19  3.67394198652810e+19 -1.78462959771082e+19
   219   321  1.22221116531990e+18 -1.13967007393835e+17  3.62666538638258e+18
   219   324 -3.05461080893178e+17  7.64102378638561e+17  4.47441475609911e+17
   219   327 -1.57472460585809e+18  4.78533922300207e+17  9.76387085137353e+17
   219   330  3.17150963873232e+17 -2.08543374901792e+18 -1.18803498248219e+18
   219   333  2.00628643209844e+18  5.13420617672061e+18  1.13569649096106e+18
   219   336  3.53953039871557e+18  1.41805665251702e+18  4.94273921708653e+18
   219   339 -1.90806770264906e+19  1.39917869175503e+19  5.21746172703730e+18
   219   342 -1.65868791072832e+19 -4.13516275863637e+19  1.62249466023667e+20
   219   345 -2.90655298726153e+20  5.37264273250836e+19 -9.47606931332943e+20
   219   348  1.11291815394893e+20  2.51589231778002e+20 -1.31903941867285e+19
   219   351  5.55114882023799e+18  1.24037795072925e+19 -7.07338718837287e+18
   219   354  1.93484231764299e+20 -1.62136849880011e+20  9.51902025622034e+19
   219   357  2.93702835135802e+19  2.56750554593895e+17 -6.77163822043542e+17
   219   360 -1.23560518593747e+18  7.80489482397562e+17  2.54336620873550e+18
   219   363 -3.41546434237050e+18 -2.45186548468992e+18 -1.77445076628931e+18
   219   366  1.64280239956338e+18  4.44875700751400e+18  3.13814184578422e+16
   219   369 -4.84409050004688e+17  3.69733038724220e+18  5.68257404510209e+18
   219   372 -2.13184309228565e+18 -1.66285397268695e+18 -1.39509281369133e+18
   219   375  5.10617495112648e+18  3.68563991245066e+18 -7.47173036920588e+17
   219   378  4.79809219678688e+18  1.52558679568636e+19 -2.32478391045510e+19
   219   381  4.22556693908855e+18  9.96539123522029e+18 -1.02978592028748e+18
   219   384  5.34550231033219e+19  2.83614092986823e+18  9.39441741033396e+18
   219   387  4.50690102232021e+19 -2.08576430646811e+19  9.90765561781488e+17
   219   390 -1.60462799250484e+19  6.08212868116041e+19 -3.66023658832526e+19
   219   393  8.05441369611018e+19 -7.81241610803896e+17 -2.42578009020579e+20
   219   396 -5.91143405334506e+19 -3.02380274078004e+17 -8.91296712969507e+17
   219   399  5.27837858460354e+17  4.09213842935339e+17 -1.93570989683234e+18
   219   402 -3.32177066435396e+18  4.72994936598162e+17 -3.44108804423444e+17
   219   405 -2.16392302414145e+18  1.31693638289160e+18  4.50247241622754e+18
   219   408  9.91131877427635e+17 -1.93947431281367e+17 -2.50921321497471e+18
   219   411 -9.74362072826507e+17 -1.90142988458724e+16  2.65015309626203e+18
   219   414 -1.18752839258622e+19  9.31116497806156e+18 -4.80245853677787e+18
   219   417  2.90176349257200e+18  2.60877336676231e+18  2.80719666731816e+18
   219   420 -9.20956331005558e+18  1.78690813842793e+18 -3.61116510899150e+19
   219   423  6.79300235064550e+20 -1.63543392020142e+20 -2.47804353294475e+20
   219   426 -4.60491734295005e+19  1.32103165896364e+20 -1.31178580772893e+19
   219   429  5.10386821818938e+19  5.65442802441134e+19  2.41667017581771e+19
   219   432  1.05616155506891e+19 -4.87447508989920e+19 -3.65307896871444e+19
   219   435 -3.39991350392456e+19 -2.95473138515289e+19 -3.75469475976983e+19
   220   220  1.10233407886117e+22 -6.57762916532050e+18  3.28851910580340e+18
   220   223  2.53836675736808e+19  4.47281986699085e+18 -2.42906096382251e+18
   220   226  4.02199804236714e+18 -3.97582751922986e+18  4.32426631393768e+17
   220   229  4.78229146464775e+18 -3.48119036685869e+18  1.21930618409730e+19
   220   232  2.48303579548971e+18  2.61833529097085e+18  1.05557488281186e+18
   220   235  3.56325204883103e+18 -5.23809017142153e+18 -3.36581960021285e+19
   220   238 -2.05318535320294e+19 -1.46801704489946e+19  7.61754526486520e+18
   220   241  1.91037719644447e+19 -1.63410721286735e+19  8.64260916911543e+18
   220   244  4.36464494467666e+19 -1.13765393213979e+19 -2.49789471850230e+18
   220   247  2.76270482407254e+18 -2.29271140065518e+19 -2.01867352289487e+18
   220   250  7.55208929860589e+18 -7.87615273843882e+18 -1.15780075783335e+20
   220   253 -2.72046043820612e+18 -3.85334255853347e+18  4.70865658559717e+18
   220   256 -3.14046733727403e+18  6.73056138174300e+18  3.06586156606328e+18
   220   259 -3.46907798707431e+18 -1.23573023022966e+18  1.68224145148784e+18
   220   262 -2.14271089646812e+18 -1.42612636795983e+18  1.80399438443120e+18
   220   265 -1.21520423808399e+18 -2.56476090803848e+18 -1.30778137429000e+17
   220   268 -1.18662416130246e+18  1.03618942178576e+19 -1.12688763653930e+19
   220   271 -5.55241396348880e+18  4.64959744807058e+19  5.08557483779493e+18
   220   274 -3.20039712282173e+19  1.66043967584369e+19  1.08786285848406e+20
   220   277 -4.18209039987979e+19  4.61669553398775e+20  2.32528857073685e+20
   220   280  3.82398677173443e+21  1.03326170406733e+20 -4.12986481590225e+20
   220   283  9.35709676288477e+19  8.20497200266376e+19 -1.12356305924716e+20
   220   286  2.14686088225606e+18 -6.74932791349757e+18 -1.28748929354851e+18
   220   289  3.95425808870385e+17 -1.75646583156681e+18  4.68428144803694e+17
   220   292  4.43694347301323e+17  3.58769749949788e+18 -9.43243541045798e+15
   220   295 -5.01562507614028e+18 -1.06573006806877e+17 -2.15155216788733e+17
   220   298  3.40841225819703e+17 -1.36814972256051e+18 -5.29455224998541e+15
   220   301  7.32998051592182e+18  6.18695649239070e+18  5.80023016716871e+18
   220   304 -8.23889485160135e+17 -1.30213682708154e+19  8.24989739986610e+18
   220   307 -4.05300194601030e+18 -2.56264140612204e+19  1.76006177997517e+19
   220   310  4.94620247628692e+19  1.18326457402077e+18  2.63333195652558e+19
   220   313 -9.91719455879409e+19  5.33147099060440e+18  3.12018224445354e+19
   220   316  5.34184344617721e+18 -8.82882160536394e+19  1.22556567229492e+20
   220   319 -7.20919729015487e+19 -2.49578318560659e+19  1.24631892614248e+18
   220   322  1.39562216771411e+18 -2.27355569648798e+18 -8.71981780182402e+17
   220   325 -4.98404445155828e+18 -4.11938625776512e+15  8.31066290507522e+17
   220   328  1.11241839025729e+18 -2.02748210225066e+18  6.81929728596513e+17
   220   331 -6.99360118232072e+16 -4.17629068165739e+18 -3.74565727558327e+17
   220   334  8.51293906222039e+17  1.00245417726676e+18 -1.33351166980520e+18
   220   337 -5.53786036705022e+18 -1.09907558505953e+18  1.90994693433817e+18
   220   340 -9.94935637727328e+18 -1.58447864432585e+19 -6.20812893301635e+17
   220   343 -3.09407945565134e+18 -2.70812694253736e+19  1.60080431110762e+19
   220   346 -1.84150891890776e+20 -1.15991739688514e+20 -1.37281691612136e+21
   220   349 -7.76029861334607e+19  4.52757724185569e+20 -2.53881337208965e+20
   220   352  6.21116350158125e+18 -6.50821555900599e+19 -6.97026206569318e+19
   220   355 -1.10589619529489e+19 -2.98766118894082e+20 -1.53109653948668e+20
   220   358  1.00290844910731e+18  1.71313144018825e+18  3.30277620946147e+18
   220   361  5.16711864384812e+16 -7.73252819765174e+17  1.04546601947138e+17
   220   364 -7.14053472913775e+17 -5.28914797237552e+18 -3.34189629717678e+17
   220   367  1.05043827800672e+18 -5.08240693760126e+17 -1.70424025105933e+18
   220   370  5.21570127032830e+17  5.07585606393701e+16  4.00998974154785e+16
   220   373  2.54136967064056e+18 -1.31690022379430e+18 -5.47316147120475e+17
   220   376 -1.98384335976469e+18  4.77849909791914e+18 -3.04433919120053e+18
   220   379  9.84139334373672e+16  7.82695348762198e+18  1.95183621649351e+18
   220   382 -2.90803316302610e+19  9.03853570199618e+18 -1.36683511117046e+19
   220   385  8.69342697883383e+19 -6.53168238482451e+18 -1.74357065482343e+19
   220   388 -2.04383133534110e+19 -2.55105603772286e+19  4.23623151322225e+19
   220   391 -3.19885629096824e+19  3.54402491551163e+19 -5.95945238475256e+18
   220   394  2.13133712401615e+19  4.69334329103362e+19 -2.53151651672384e+19
   220   397 -1.25019538396080e+18 -2.30045970410883e+17  1.85612596370350e+18
   220   400  7.72369664857183e+17  3.43882578796206e+18 -1.15462856095352e+18
   220   403 -5.13821834441228e+17 -2.24117413908547e+18  1.03837063066498e+18
   220   406 -6.51443086778867e+17  1.25632303309868e+18  1.87647590023523e+18
   220   409  3.35189949127595e+17 -3.84789457049117e+16 -1.12610527810846e+18
   220   412  1.97500776167562e+18  1.00494863518518e+18 -1.89507919272734e+18
   220   415 -2.27516848313816e+18  7.07103921579552e+18  1.18356721905631e+19
   220   418  2.80164269819462e+18 -2.19676271271772e+18  6.85854186482990e+17
   220   421 -7.08478415214650e+18 -4.79413654636127e+18  1.03470387034864e+19
   220   424  3.17417164415988e+20  1.50529203717444e+19 -1.06657603037646e+20
   220   427  9.52950367263994e+19  3.52087672536473e+19  3.05144492049399e+19
   220   430  4.13363146001355e+19 -6.23356544226853e+17  1.37861163934963e+20
   220   433 -1.13736001022526e+20  7.73643951368408e+19 -1.02720929333547e+20
   220   436 -5.91528493036916e+19 -1.43579047463052e+19
   221   221  1.10620251258814e+22 -1.93229023364527e+19  1.03140554394643e+19
   221   224 -2.46538203195918e+19 -1.00310287382863e+19  4.19692445945840e+18
   221   227 -6.62076583063053e+17  5.55841390088034e+18 -1.12292030982201e+19
   221   230 -3.78282659985192e+18 -3.95913165962044e+18  2.47785514091312e+18
   221   233 -1.06368304758126e+18  2.68186333101030e+16  9.30615928558233e+18
   221   236  2.38154174079157e+18  2.05000536171238e+19 -2.78829581367000e+19
   221   239 -1.81688290424763e+19 -2.80803330528739e+19  1.35746249439126e+19
   221   242  1.17925224422966e+19 -3.34791887184796e+19  8.65247455252260e+18
   221   245 -4.15702284916010e+18 -3.60876599166463e+18  1.48842116237586e+19
   221   248  3.17457550169338e+19 -2.50313909327452e+19  4.06780282645795e+19
   221   251  4.06615532909985e+19 -2.58081451094664e+18 -2.07018513844935e+18
   221   254 -2.18957475275407e+18  3.48549779902143e+18 -4.36886347661374e+18
   221   257 -4.31423034036608e+18 -2.41867740104721e+18  3.37664701502832e+18
   221   260  1.87171448229959e+18 -1.51619013797008e+18 -4.53831453417565e+18
   221   263  2.96232851018269e+18  1.67959822147856e+18  5.97275590922544e+18
   221   266  7.48351633640176e+17  6.87873254752469e+17 -5.74392788743905e+18
   221   269 -4.05868040044457e+18 -1.45759373753537e+18 -1.38631219531228e+19
   221   272 -1.91106348496431e+19  4.10343906512063e+19 -1.52517803117089e+19
   221   275 -1.38444693827404e+19  3.14796771442814e+19  8.88222316465927e+19
   221   278 -2.37857008656950e+20  4.82399997950251e+20 -4.38873351229964e+19
   221   281  3.71651180068022e+21 -1.27808447210630e+20 -4.49469331354993e+20
   221   284  3.98259212366571e+19  4.97201009015488e+19  4.06966678039879e+18
   221   287 -1.08481328465680e+18  4.83052745995391e+18  2.07822519642038e+18
   221   290 -8.47449965414555e+17  1.84290024391945e+17 -1.29962039950813e+18
   221   293  5.99444409390396e+18  3.92718090578049e+18  1.43248512166229e+18
   221   296  9.13393242784560e+17 -3.15681375457928e+18 -5.36828401771477e+17
   221   299 -1.20128160642109e+18 -2.72835632662140e+18 -6.82276037105337e+18
   221   302  8.78910560209517e+17  5.00297880862155e+18  1.26907504370679e+19
   221   305 -8.65500046594208e+18 -2.69775848641167e+18  1.96524633573799e+19
   221   308 -9.23055336909019e+18 -5.21184525256790e+19  1.91172534475560e+19
   221   311 -1.83020550171512e+19 -1.82717380231199e+19 -8.51466897777040e+18
   221   314 -1.08833858278061e+20 -2.25406520983079e+19  1.97566472457617e+17
   221   317 -6.81194877072773e+19 -9.03239159837633e+19  8.50000816786901e+19
   221   320 -1.18966706218541e+19 -7.04237309927772e+16  6.46196434345534e+17
   221   323 -3.31261889981981e+18  1.52611211238644e+18 -2.28742802020255e+18
   221   326  1.45772907874445e+18 -2.03607358552482e+18  9.33118497222615e+17
   221   329  6.51773916927037e+17  1.11290474642088e+18 -8.76257273178204e+17
   221   332 -1.82036251975367e+17 -8.16783070044408e+18  9.05400536521186e+17
   221   335 -1.92951323839047e+18  3.80552790362170e+18  6.58530533422632e+17
   221   338  1.55006285944471e+18 -1.13018599860236e+18  1.02059040156819e+19
   221   341 -2.86668797861502e+18  5.77524138504159e+18 -5.42370185139187e+18
   221   344 -4.30577031439166e+18 -1.83157774902472e+19  1.15008856982750e+20
   221   347 -1.82581299212058e+20  5.44703519959166e+19 -1.33122672851170e+21
   221   350  2.75430312102374e+20  4.54258178156160e+20  6.26635855380023e+19
   221   353 -2.80867279909016e+20  6.92940251191481e+19 -8.15615261811295e+19
   221   356  1.59696510288300e+20 -2.66808707915187e+20 -4.01576358657031e+18
   221   359 -2.24689216938410e+18  6.87098233588920e+17  8.40056683128568e+17
   221   362  9.34142155787812e+17  9.25279363523654e+17  2.52713915584893e+17
   221   365 -2.81660384804882e+18 -2.83808755225832e+18  5.36049871735138e+17
   221   368 -1.67469111783458e+18  2.01743934196633e+18  8.69553043941082e+16
   221   371 -1.87188420952551e+18  1.84243336899706e+18  1.32762502671892e+18
   221   374  6.25483373498665e+18  1.81308615575946e+16 -1.26222728071455e+18
   221   377  3.80540117695946e+18  1.20170247995970e+18 -5.88158873800110e+18
   221   380  2.23709144882456e+18  2.65752212568510e+19 -3.13648847672999e+18
   221   383  1.33845865134500e+19  1.35867758703493e+19  1.11224502253204e+19
   221   386  8.11118450858193e+19  2.10699577679965e+19 -4.78708372800411e+18
   221   389 -3.37393720804320e+19 -1.32926669661977e+19 -2.47433739895336e+19
   221   392 -9.97028553181695e+18  5.53138346648347e+18 -1.20368570101560e+19
   221   395  4.68478949816037e+19  4.05117851795018e+19 -6.13914411350853e+17
   221   398 -9.61277261608397e+17  3.01362387274852e+18 -1.84654126766499e+18
   221   401  9.65858789860784e+17 -2.14586775756000e+18  7.08157279276544e+17
   221   404 -1.36947110945016e+18 -1.01142425442606e+18 -1.22071518495301e+18
   221   407 -7.03455512381652e+17 -4.77795062740372e+17  3.57431429660433e+18
   221   410 -1.06771326469508e+18  1.88624970552076e+17 -1.50851346956814e+18
   221   413  1.68258832905352e+18  1.00646118669568e+18 -1.15863968775965e+18
   221   416 -7.31249199767330e+18  3.52030004319076e+18  3.76233037138453e+17
   221   419  4.11688967500303e+18  2.52702270755201e+18 -2.82208193259276e+18
   221   422 -9.69997757406055e+18 -1.13502833046567e+19 -2.63228112228753e+19
   221   425  3.31855499676825e+20 -1.00466295819498e+20 -1.14467572082495e+20
   221   428 -3.92146053598710e+19  1.13793207463461e+20 -3.15782071705286e+19
   221   431  6.44041251837015e+19  4.28161962350727e+19  1.18808978290977e+20
   221   434  4.30154125609085e+19  2.81579786898153e+19  1.51139655325334e+19
   221   437 -3.49776588843344e+19
   222   222  6.18328247042908e+21 -1.94367812917339e+20 -2.41194017273224e+20
   222   225  1.30911518522121e+19 -5.30084596994414e+19 -2.53307604232890e+19
   222   228 -3.91026919127793e+18  1.33110752008490e+20 -2.55962652491219e+19
   222   231 -8.68410933517039e+18 -6.01304100611402e+18  9.48981227806925e+18
   222   234  2.94941144826740e+18 -1.85758778095205e+18 -2.81386076651764e+18
   222   237  4.10824208068249e+19 -4.03730364110806e+19 -5.76233709307551e+18
   222   240  6.37379698044659e+18 -2.35256052325605e+16  2.53776968454250e+18
   222   243  1.41314339013898e+18 -4.00035143302604e+18  2.47662928705590e+19
   222   246  4.17507368701360e+18 -4.19442748645601e+18  1.34236236743529e+19
   222   249  4.26317936871458e+18  4.80320553157730e+18 -6.51553705805613e+18
   222   252  1.25604344241539e+18 -4.28830098134659e+20  1.63391962893917e+20
   222   255  1.65624990479989e+20  5.95571318419005e+19 -1.15220137842217e+20
   222   258  1.87195034839324e+19  1.82694243358909e+19 -1.61091481258456e+19
   222   261  7.78946591093506e+18  4.99671171292190e+18 -3.18793331013554e+18
   222   264  7.24085161451891e+19 -2.05058007701106e+18  2.98400556728239e+18
   222   267 -1.35560627195353e+19  9.25563001684531e+18 -7.17272558152309e+18
   222   270  5.38521691854794e+18 -1.24173012513010e+17 -1.84511078681489e+18
   222   273 -2.75479650348849e+19  4.61649773260788e+18  1.98520996259186e+18
   222   276 -1.38381051801726e+17 -3.59469684038652e+18  1.67756330861159e+18
   222   279 -7.93443035550061e+17 -1.54815782180800e+19  3.14399741908440e+19
   222   282  5.54256921853802e+19  8.39135556030100e+18  4.15294872044557e+18
   222   285  4.12213455148350e+18  4.23057585257512e+21 -2.08267288031671e+20
   222   288 -1.57850985255648e+20  1.90608573381253e+19 -4.38232188127778e+19
   222   291 -2.98121899736721e+19 -1.12035038840713e+19  6.50018809759401e+19
   222   294 -7.51651925337106e+18 -3.69546541660567e+18 -4.03744032881705e+18
   222   297 -2.29637429077644e+18  5.63191405891910e+18  5.75594017257369e+17
   222   300 -3.13280257704579e+18  1.08654434716052e+19 -1.34521495600557e+18
   222   303 -4.42058439344257e+18  1.96097542897177e+18 -1.73574250584029e+18
   222   306 -2.87339219899065e+18 -3.06737921393934e+18 -1.04594037125151e+18
   222   309 -1.17860372576034e+18  2.64078336467507e+19  4.40547603822069e+18
   222   312 -2.61374657147749e+16  7.95909324378186e+16 -1.02851916279523e+18
   222   315  4.24069873644130e+18 -7.11919808649400e+16  7.33143581076270e+18
   222   318 -5.29443002803030e+18  3.42569834679003e+17  5.75161341076771e+18
   222   321 -4.11868859124014e+20  1.50763139781816e+20  1.50549014313670e+20
   222   324  3.76871479189499e+17 -7.24612787626981e+19  5.50809327633045e+18
   222   327  1.96477984748774e+19 -7.43371354833738e+18  1.16304491389680e+19
   222   330  7.96837971885516e+18 -6.46166149728120e+18  7.27695651422454e+19
   222   333 -2.63283711521345e+18 -1.28682322838994e+18 -5.57618156141392e+18
   222   336  5.12541114857431e+18 -1.23703689631030e+18  4.59495625508304e+18
   222   339  2.60758408146254e+18 -1.81269407868741e+19 -7.07726228406286e+18
   222   342 -1.98917485645942e+18 -3.58812043241074e+17 -4.03686477649195e+17
   222   345  4.70333543667965e+18 -4.59514131380211e+18  1.33869569796054e+18
   222   348  2.89879417792220e+18  2.08089052049254e+19 -8.93907022112417e+18
   222   351  4.68938327166906e+18 -9.53799337080129e+18 -1.07098312539363e+19
   222   354  8.69714542436036e+18 -5.60867432311515e+18  3.50159028192512e+18
   222   357 -4.59795173709937e+18  3.87473660668761e+21 -1.81574703474053e+20
   222   360 -9.73467913605284e+19  1.53214538359522e+19 -3.07570547664435e+19
   222   363 -3.66663265614326e+19 -1.42772690462732e+19  8.98878508714108e+19
   222   366 -2.93059278030058e+19 -5.37967361469463e+17 -1.55811823039330e+18
   222   369 -6.38383277775582e+18  8.68603795903098e+18  4.64050794360619e+18
   222   372 -2.03834869195285e+18  8.32462457133991e+18  1.99818231580740e+19
   222   375  2.91372551698191e+18  2.80671267717212e+18 -2.30802625346963e+18
   222   378 -4.65249067391362e+17 -2.77935351048217e+17 -1.03537602201159e+18
   222   381 -1.93986163640625e+19 -1.82346214077541e+19 -2.76204683977998e+18
   222   384  1.57744944707359e+17 -2.09540829235041e+18 -9.68450355901537e+17
   222   387  2.38432220720901e+18  6.14141611181102e+18  5.16507768780589e+17
   222   390  1.13341712097535e+19 -6.44499132418863e+17 -6.40216578476667e+18
   222   393 -2.98661500837507e+18 -2.26176718815401e+18 -3.52829540053726e+18
   222   396 -3.92590591040352e+18 -3.96051387496268e+20  1.22694864839159e+20
   222   399  1.10965270546464e+20 -2.92100260729852e+18 -4.55993165614568e+19
   222   402  7.57592692433736e+18  9.39227741095093e+18 -8.40386699270724e+18
   222   405  8.86657182292193e+18  1.17333356945027e+19 -1.46511145492046e+19
   222   408  3.26448669266178e+19  9.80210842389495e+18 -5.68622003339521e+18
   222   411 -7.40080521765842e+16 -2.91554527442994e+18 -1.70130761893775e+18
   222   414  5.59587478694896e+18  2.34018317739800e+18 -2.17931068973121e+19
   222   417  9.34085192916345e+18  9.99069025688301e+17  5.39122806336711e+18
   222   420  6.97082059865823e+17  5.95093458154080e+18 -4.60282849641520e+18
   222   423 -3.43479360747997e+18  5.71279264079568e+18  1.11047690201744e+19
   222   426 -3.97305188245195e+19 -5.09484183075372e+18 -2.83002383560586e+18
   222   429 -8.57798212616268e+18 -3.11005377968767e+18  3.84808675835473e+17
   222   432 -8.92900428754318e+18 -1.85384795266693e+16  2.50399336467117e+18
   222   435 -1.32447367144155e+18 -1.84839335744946e+18  4.39062576015601e+16
   223   223  7.20387362896544e+21  1.12611741456774e+19 -3.11761389354303e+20
   223   226  4.90580609432318e+20 -6.28447625032959e+19  4.79894292590283e+19
   223   229 -5.26759104069387e+19 -1.31320743656336e+19  3.26936745489576e+19
   223   232 -6.72281897225967e+18  6.77033565354198e+18 -8.31980586792390e+18
   223   235 -9.11893319786651e+18  3.29211473668980e+19  2.47266059924661e+18
   223   238  1.45412191157729e+18  1.58291712800003e+19 -3.20938654994625e+17
   223   241 -1.52570872546271e+18  2.52057050746846e+18 -8.10560494904332e+18
   223   244  9.23709324711569e+18  3.93500804762953e+18 -5.55166713340082e+18
   223   247 -1.79191322453055e+18  6.85593928732929e+18  5.02211766022154e+18
   223   250  5.96818997744059e+18  4.34127358511872e+18  2.81122337473193e+18
   223   253  1.47173202868008e+20 -6.69564616368099e+20  6.25606065290224e+19
   223   256  5.96261045640406e+19 -2.37706996027268e+20  1.59974815540553e+19
   223   259  9.50305955953240e+18  2.88845561327820e+19  5.31020485432610e+18
   223   262 -3.08918283579839e+19 -2.37872207775299e+19 -2.09320619795393e+18
   223   265 -2.54109085286097e+18  4.87584090261543e+19 -1.76221716280102e+19
   223   268  7.39844348076532e+17 -8.75446565995479e+18 -1.26761667550791e+19
   223   271  2.69441385392333e+19  6.03337456721993e+18 -2.89469186507327e+18
   223   274 -1.59337907578592e+19 -3.39361318345519e+18 -4.03490931419912e+18
   223   277  1.35257320820610e+18  1.03486224198305e+19 -9.64478978253490e+18
   223   280 -4.65204057993448e+19 -5.30583377704323e+18 -1.56261371348849e+19
   223   283  1.60935363127979e+19  2.94887327967399e+19  5.93209587591370e+18
   223   286 -1.67518650247244e+20  4.81369143094711e+21 -2.22494654961112e+19
   223   289 -2.92309451989798e+20  4.91491567970298e+20 -1.81918103759512e+19
   223   292  3.57337043734148e+19 -6.29297566153394e+19 -1.18565058051790e+19
   223   295 -2.38017700656307e+19 -4.50864635186550e+16  1.24368751462240e+19
   223   298 -8.45975959166218e+18 -3.71041799714813e+18  1.65020221570097e+19
   223   301  7.13842567170115e+18  4.78297667292537e+18 -1.18881256627802e+19
   223   304  2.79381208743540e+19  4.04665896089686e+18  2.43221967994690e+18
